source_row_uid,election,stat_area_vintage,source_locality_code,source_locality_name,effective_locality_code,effective_locality_name,source_kalpi,ballot_base,eligible_voters,actual_voters,gap_reason_code,resolution_state,classification_confidence,gap_explanation,arcgis_audit_status,arcgis_audit_reason,arcgis_review_decision,arcgis_review_basis,final_assignment_method,final_assignment_source,unresolved_reason
K18:16,K18,2008,473,אבו סנאן,473,אבו סנאן,8,8,677,353,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:17,K18,2008,473,אבו סנאן,473,אבו סנאן,9,9,613,350,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:336,K18,2008,478,אכסאל,478,אכסאל,1,1,652,260,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:345,K18,2008,478,אכסאל,478,אכסאל,10,10,675,333,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:337,K18,2008,478,אכסאל,478,אכסאל,2,2,713,271,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:338,K18,2008,478,אכסאל,478,אכסאל,3,3,722,238,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:339,K18,2008,478,אכסאל,478,אכסאל,4,4,628,264,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:340,K18,2008,478,אכסאל,478,אכסאל,5,5,650,298,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:341,K18,2008,478,אכסאל,478,אכסאל,6,6,679,258,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:342,K18,2008,478,אכסאל,478,אכסאל,7,7,657,266,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:343,K18,2008,478,אכסאל,478,אכסאל,8,8,674,248,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:344,K18,2008,478,אכסאל,478,אכסאל,9,9,705,330,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1235,K18,2008,480,בית ג'ן,480,בית ג'ן,1,1,750,541,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1244,K18,2008,480,בית ג'ן,480,בית ג'ן,10,10,612,378,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1236,K18,2008,480,בית ג'ן,480,בית ג'ן,2,2,668,504,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1237,K18,2008,480,בית ג'ן,480,בית ג'ן,3,3,571,346,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1238,K18,2008,480,בית ג'ן,480,בית ג'ן,4,4,584,384,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1239,K18,2008,480,בית ג'ן,480,בית ג'ן,5,5,683,528,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1240,K18,2008,480,בית ג'ן,480,בית ג'ן,6,6,701,467,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1241,K18,2008,480,בית ג'ן,480,בית ג'ן,7,7,582,479,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1242,K18,2008,480,בית ג'ן,480,בית ג'ן,8,8,707,531,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:1243,K18,2008,480,בית ג'ן,480,בית ג'ן,9,9,762,552,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4880,K18,2008,481,מגאר,481,מגאר,1,1,575,220,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4889,K18,2008,481,מגאר,481,מגאר,10,10,560,209,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4890,K18,2008,481,מגאר,481,מגאר,11,11,563,192,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4891,K18,2008,481,מגאר,481,מגאר,12,12,609,247,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4892,K18,2008,481,מגאר,481,מגאר,13,13,619,258,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4893,K18,2008,481,מגאר,481,מגאר,14,14,620,175,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4894,K18,2008,481,מגאר,481,מגאר,15,15,621,222,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4895,K18,2008,481,מגאר,481,מגאר,16,16,665,308,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4896,K18,2008,481,מגאר,481,מגאר,17,17,610,160,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4897,K18,2008,481,מגאר,481,מגאר,18,18,590,186,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4898,K18,2008,481,מגאר,481,מגאר,19,19,657,242,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4881,K18,2008,481,מגאר,481,מגאר,2,2,569,219,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4899,K18,2008,481,מגאר,481,מגאר,20,20,660,286,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4882,K18,2008,481,מגאר,481,מגאר,3,3,600,224,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4883,K18,2008,481,מגאר,481,מגאר,4,4,528,171,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4884,K18,2008,481,מגאר,481,מגאר,5,5,559,192,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4885,K18,2008,481,מגאר,481,מגאר,6,6,559,178,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4886,K18,2008,481,מגאר,481,מגאר,7,7,566,209,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4887,K18,2008,481,מגאר,481,מגאר,8,8,563,264,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:4888,K18,2008,481,מגאר,481,מגאר,9,9,575,203,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8391,K18,2008,516,שגור,483,בענה,201,201,707,459,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8392,K18,2008,516,שגור,483,בענה,202,202,621,433,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8393,K18,2008,516,שגור,483,בענה,203,203,595,434,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8394,K18,2008,516,שגור,483,בענה,204,204,675,424,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8395,K18,2008,516,שגור,483,בענה,205,205,713,657,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8396,K18,2008,516,שגור,483,בענה,206,206,728,569,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8382,K18,2008,516,שגור,490,דייר אל-אסד,101,101,663,502,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8383,K18,2008,516,שגור,490,דייר אל-אסד,102,102,631,496,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8384,K18,2008,516,שגור,490,דייר אל-אסד,103,103,683,415,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8385,K18,2008,516,שגור,490,דייר אל-אסד,104,104,649,414,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8386,K18,2008,516,שגור,490,דייר אל-אסד,105,105,699,470,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8387,K18,2008,516,שגור,490,דייר אל-אסד,106,106,647,507,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8388,K18,2008,516,שגור,490,דייר אל-אסד,107,107,653,482,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8389,K18,2008,516,שגור,490,דייר אל-אסד,108,108,632,578,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:8390,K18,2008,516,שגור,490,דייר אל-אסד,109,109,663,541,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6117,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,1,1,551,239,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6126,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,10,10,725,284,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6127,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,11,11,594,281,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6128,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,12,12,673,315,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6129,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,13,13,550,233,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6130,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,14,14,603,277,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6131,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,15,15,660,326,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6132,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,16,16,514,258,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6118,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,2,2,743,313,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6119,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,3,3,720,354,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6120,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,4,4,668,295,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6121,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,5,5,681,307,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6122,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,6,6,682,291,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6123,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,7,7,669,100,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6124,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,8,8,603,324,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:6125,K18,2008,494,עיר כרמל,494,דאלית אל-כרמל,9,9,604,272,component_locality_nested_in_historical_composite_geography,component_identity_only_with_current_sources,high,"The polling-place register identifies the component locality, but the active historical layer stores that land only under the election-time composite municipality. No ballot-to-area crosswalk separates the component within that parent geography.",,,,,historical_stat_area_pending,reviewed_composite_component_evidence,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3358,K18,2008,498,טורעאן,498,טורעאן,1,1,684,398,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3367,K18,2008,498,טורעאן,498,טורעאן,10,10,700,369,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
K18:3368,K18,2008,498,טורעאן,498,טורעאן,11,11,516,344,entire_locality_omitted_from_official_crosswalk,irreducible_with_current_sources,high,"The official CBS ballot crosswalk contains no rows for this locality in this election, and no approved direct or arithmetic evidence resolves this ballot.",,,,,historical_stat_area_pending,automatic_code_match,no official ballot crosswalk row and locality is not uniquely one historical statistical area
